,At,Sentimen,Review,Bintang,Aspek,data_cleaned
1950,2019-04-22 19:37:14,0,"kurang efektif,tapi lmyan bagus!! klo bisa adain cod atau pembyaran via alfamart/indomaret",3,Tampilan,kurang efektif tetapi lumayan bagus kalau bisa adain cash on delivery atau pembayaran via alfamart indomaret
1951,2019-04-22 17:57:26,-1,cara login nya susah bnget gmna padahal email sama paswort udh bener,2,Tampilan,cara login nya sulit sekali bagaimana padahal email sama password sudah benar
1952,2019-04-22 15:59:38,1,"setelah penantian yg lama, akhirnya ada apl nya juga!!!! ❤️",5,Lainnya,setelah penantian yang lama akhirnya ada aplikasi nya juga
1953,2019-04-22 13:05:40,-1,lemottttt,1,Lainnya,lambat
1954,2019-04-22 12:16:08,1,tingkatkan selalu ya performa aplikasi nya,5,Lainnya,tingkatkan selalu ya performa aplikasi nya
1955,2019-04-21 16:45:22,1,"mantulll👌 skrg ga usah ngbrowser lagi kalau mau belanja make up, terdabestt sociolla👌👌",5,Lainnya,mantull sekarang tidak perlu buka browser sedang kalau ingin belanja make up sangat the best sociolla
1956,2019-04-21 15:50:15,1,"sangat membantuuu , biasa beli lwt web terus , skrg lbh gampang dgn ada appnya , banyakin promonya lagi ya hhehehehe",5,Layanan,sangat membantuu biasa membeli lewat web terus sekarang lebih mudah dengan ada aplikasi perbanyak promonya sedang ya tertawa
1957,2019-04-21 15:37:41,1,gut,5,Lainnya,good
1958,2019-04-21 15:28:23,1,i think so good,5,Lainnya,think so good
1959,2019-04-21 09:26:41,-1,"app masih lemot untuk di akses, dan saran saya mohon ditambahkan kolom untuk mengedit alamat email karena update orderan biasanya kan lewat email. saya sudah contact dengan cs namun hasilnya tidak memuaskan cuma disuruh bikin akun lagi. mohon komen saya dipertimbangkan.",2,Layanan,aplikasi masih lama untuk di akses dan saran saya mohon ditambahkan kolom untuk mengedit alamat email karena update orderan biasanya kan lewat email saya sudah contact dengan customer service namun hasilnya tidak memuaskan hanya disuruh membuat akun sedang mohon komen saya dipertimbangkan
1960,2019-04-20 20:35:06,1,hum,4,Lainnya,oke
1961,2019-04-20 18:05:09,-1,"lemotnya juara, parah banget",1,Lainnya,lemotnya juara parah sekali
1962,2019-04-20 17:39:50,-1,suka minta apdet. kalo dipake buka produk kadang keluar sendiri.,2,Tampilan,suka pinta update kalau dipakai buka produk terkadang keluar sendiri
1963,2019-04-20 15:58:46,1,belanja jadi mudah dan dijamin ori...,5,Produk,belanja jadi mudah dan dijamin original
1964,2019-04-20 12:18:00,-1,"App sangat lemot, walaupun koneksi lancar, tetap error, padahal di web tidak. Mohon diperbaiki app nya.",2,Lainnya,aplikasi sangat lama walaupun koneksi lancar tetap error padahal di web tidak mohon diperbaiki aplikasi nya
1965,2019-04-20 11:53:33,-1,"tidak bisa login, ket: username/e-mail/password salaah teruuusss, sudah sampe 10 e-mail di masukan gak bisa juga🌛☄😩😴",1,Tampilan,tidak bisa login ket username mail password salaah terus sudah sampe 10 email di masukan tidak bisa juga
1966,2019-04-20 10:15:41,-1,aplikasi super lelet padahal baru aja install. tolong diperbaiki,2,Lainnya,aplikasi super lambat padahal baru saja install tolong diperbaiki
1967,2019-04-20 09:25:59,-1,susah mencari produk yang saya inginkan,2,Tampilan,sulit mencari produk yang saya inginkan
1968,2019-04-20 07:51:36,0,suka eror,3,Lainnya,suka error
1969,2019-04-20 07:08:56,-1,"tampilannya udh bagus, tp urusan lemot, eror, dan gangguan2 lainnya masi perlu d perbaiki. masi lebih mudah belanja d web dari pada di app, pdhl bnyk discount2 tambahan kalo lewat app, tp kalo kaya gini appnya sama aja boong 😁.",1,Tampilan,tampilannya sudah bagus tetapi urusan lama error dan gangguan lainnya masih perlu di perbaiki masih lebih mudah belanja di web dari pada di aplikasi padahal banyak discount2 tambahan kalau lewat aplikasi tetapi kalau seperti gini aplikasi sama saja bohong
1970,2019-04-20 06:16:25,-1,"gabisa dipakai , apalah itu vouchernya -_-",1,Layanan,tidak bisa dipakai apalah itu vouchernya
1971,2019-04-20 03:46:50,-1,kalo ngga diupdate g bisa dibuka!,1,Lainnya,kalau tidak diupdate tidak bisa dibuka
1972,2019-04-19 23:48:36,-1,"aplikasinya lemot bgt pdhl udh pake wifi, performanya juga blm bagus kalau dibandingin sm e-commerce lain masih kalah saing. Mohon diperbaiki ya.",1,Lainnya,aplikasinya lama sekali padahal sudah pakai wifi performanya juga belum bagus kalau dibandingin dengan commerce lain masih kalah saing mohon diperbaiki ya
1973,2019-04-19 21:57:49,0,"GIMANA MAU MERUBAH METODE PEMBAYARAN? saya salah tekan, kirain kartu debit itu atm, gimana ubahnya",3,Tampilan,bagaimana ingin merubah metode pembayaran saya salah tekan pikir kartu debit itu atm bagaimana ubahnya
1974,2019-04-19 21:57:49,1,Banyak diskon hehe,5,Layanan,banyak diskon tertawa
1975,2019-04-19 21:55:44,1,sering log out sendiri...,4,Tampilan,selalu log out sendiri
1976,2019-04-19 21:14:01,-1,sampe saat ini masih lemot lg coba d update,1,Tampilan,sampe saat ini masih lama lagi coba di update
1977,2019-04-19 20:46:28,-1,kurang bagus aplikasinya...sepertinya masih banyak yg harus diperbaiki.via web malah lebih lancar...ayo socioolla biar belnja kami lebh bahagia aplikasinya benerin donk,1,Lainnya,kurang bagus aplikasinya sepertinya masih banyak yang harus diperbaiki.via web menjadi lebih lancar ayo socioolla supaya belanja kami lebih bahagia aplikasinya benerin dong
1978,2019-04-19 20:20:32,0,applikasinya lemoootttttt paraahh,3,Lainnya,aplikasi lambat sekali
1979,2019-04-19 20:02:38,-1,"ko ga bisa sih buat search product nya, tolong dibenerinn mau jg kebagian promo:(",2,Tampilan,kok tidak bisa sih untuk search product nya tolong dibenerinn ingin juga diberi promo
1980,2019-04-19 18:20:37,-1,app nya eror2 trs 😑😑😑,2,Lainnya,aplikasi nya error terus
1981,2019-04-19 17:20:06,1,"Akhirnya aplikasi nya ada jugaa. Bagus aplikasinya, sekarang udah ga error lagi. walaupun masih sedikit berat, tapi Makasih banyak vouchernya :) selalu puas belanja di sociolla",5,Layanan,akhirnya aplikasi nya ada jugaa bagus aplikasinya sekarang udah tidak error sedang walaupun masih sedikit berat tetapi terima kasih banyak vouchernya selalu puas belanja di sociola
1982,2019-04-19 17:03:39,1,loadingnya lama,4,Lainnya,loadingnya lama
1983,2019-04-19 16:35:35,-1,KECEWA. LEMOT PARAH. PEMBAYARAN VIA GOPAY GAGAL TERUS!,1,Layanan,kecewa lama parah pembayaran via gopay gagal terus
1984,2019-04-19 16:25:04,0,"Suka error kalo nge view barang,padahal mau pesen. Jadi ga jadi beli.",3,Tampilan,suka error kalau nge view barang padahal ingin pesan jadi tidak jadi membeli
1985,2019-04-19 16:21:31,1,sangat sangat membantu. dan banyak banget diskonan! kusuka,5,Layanan,sangat sangat membantu dan banyak sekali diskonan saya suka
1986,2019-04-19 16:21:09,1,sangat bagus,5,Lainnya,sangat bagus
1987,2019-04-19 16:04:51,-1,"hendak masukkan produk ke keranjang tidak bisa, proses loading laamaa sekali. lebih mudah akses via website drpd aplikasi.",1,Tampilan,hendak masukkan produk ke keranjang tidak bisa proses loading lambat sekali lebih mudah akses via website daripada aplikasi
1988,2019-04-19 16:00:54,-1,lemot banget kenapasih apa apa load apa apa load :(,2,Tampilan,lama sekali kenapasih apa apa loading apa apa loading
1989,2019-04-19 15:46:41,1,memburu diskon😅,5,Layanan,memburu diskon
1990,2019-04-19 15:20:06,1,goof,4,Lainnya,good
1991,2019-04-19 15:00:38,-1,"lemot bgt sumpah, kesel gue",1,Lainnya,lama sekali sumpah kesal saya
1992,2019-04-19 14:54:52,0,setiap mau liat priduknya kenapa eror terus ya. tolong ditingkatkan pelayanannya dong,3,Layanan,setiap ingin melihat produknya mengapa error terus ya tolong ditingkatkan pelayanannya dong
1993,2019-04-19 13:43:54,-1,Tidak bisa membuka produk. Selalu terhenti,2,Tampilan,tidak bisa membuka produk selalu terhenti
1994,2019-04-19 12:58:51,1,good,5,Lainnya,good
1995,2019-04-19 12:41:15,1,agak lemot,4,Lainnya,sedikit lama
1996,2019-04-19 12:39:05,-1,lemot ew,1,Lainnya,lama buruk
1997,2019-04-19 12:32:51,-1,lemot banget. padahal antusias belanja,1,Lainnya,lama sekali padahal antusias belanja
1998,2019-04-19 12:21:34,-1,bug aplikasi udah diupdate pas dibuka malah minta updtae terozzzz,1,Tampilan,bug aplikasi udah diupdate saat dibuka menjadi pinta updtae terus
1999,2019-04-19 11:52:06,1,Thank you SOCO udah buat aplikasi. Sekarang sudah lebih mudah buat berinteraksi di SOCO Community. Love 💓,5,Lainnya,thank you soco udah untuk aplikasi sekarang sudah lebih mudah untuk berinteraksi di soco community love
2000,2019-04-19 08:13:24,1,good,5,Lainnya,good
2001,2019-04-19 08:01:48,1,sangat menyenangkan,5,Lainnya,sangat menyenangkan
2002,2019-04-19 06:35:51,-1,"Tiap mau view produk langsung keluar sendiri dari aplikasinya. Pas checkout, free shipping tapi totalan nambah + ongkir 😅",2,Tampilan,setiap ingin view produk langsung keluar sendiri dari aplikasinya saat checkout free shipping tetapi totalan ditambah ongkir
2003,2019-04-19 06:07:05,-1,susah check out pas masukin kode,1,Tampilan,sulit check out saat masukkan kode
2004,2019-04-18 23:33:35,1,Aplikasinya lemot pada saat melihat produk dan terkadang tiba tiba suka keluar sendiri gitu. Tolong di perbaiki lagi,4,Tampilan,aplikasinya lama pada saat melihat produk dan terkadang tiba tiba suka keluar sendiri begitu tolong di perbaiki sedang
2005,2019-04-18 22:44:21,-1,Baru download udah update aja si,1,Tampilan,baru download udah update saja sih
2006,2019-04-18 22:17:49,-1,"kalo ada bintang nol, saya kasih nol. sumpah ngga website ngga aplikasi semua bermasalah terus. hadeh",1,Lainnya,kalau ada bintang nol saya memberi nol sumpah tidak website tidak aplikasi semua bermasalah terus hadeh
2007,2019-04-18 21:52:15,-1,Tiap order keluar trus. smoga segera d perbaiki,1,Lainnya,setiap order keluar lalu semoga segera di perbaiki
2008,2019-04-18 19:27:23,1,bagus,5,Lainnya,bagus
2009,2019-04-18 19:15:22,-1,"Diminta update aplikasi, tapi gak bisa nosa jadi kayak gak bisa di buka gitu;(",1,Tampilan,diminta update aplikasi tetapi tidak bisa bisa jadi kayak tidak bisa di buka begitu
2010,2019-04-18 19:12:36,-1,saya mau masuk kenapa ga bisa-bisa ya disuruh update tapi pas ke sini ga ada tulisan update nya hmmm,2,Tampilan,saya ingin masuk mengapa tidak bisa bisa ya disuruh update tetapi saat ke sini tidak ada tulisan update nya heran
2011,2019-04-18 19:02:37,1,ii,5,Lainnya,mantap
2012,2019-04-18 18:51:40,-1,"baru sign ini disuruh update, setelah di update kok displaynya masih disuruh update lgi? saya bingung harus ngapain. apakh ada yg punya saran ini app nya knp? berharap liat diskonan yg ada kekecawaan :(",1,Tampilan,baru sign ini disuruh update setelah di update kok displaynya masih disuruh update lagi saya bingung harus ngapain apakh ada yang punya saran ini aplikasi nya mengapa berharap melihat diskonan yang ada kekecawaan
2013,2019-04-18 18:44:43,-1,gimana si pas log-in disuruh update terus gabisa ditutup tapi di cek di play store engga ada perintah update😌,1,Tampilan,bagaimana sih saat log in disuruh update terus tidak bisa ditutup tetapi di cek di play store tidak ada perintah update
2014,2019-04-18 18:35:22,-1,so bad!!!,1,Lainnya,so bad
2015,2019-04-18 18:19:16,-1,lama,1,Lainnya,lama
2016,2019-04-18 18:10:42,-1,"baru juga gue downloas td siang, skrg udh disuruh update. pas dtg kesini ga ada tulisan perbarui. ga jelas",1,Lainnya,baru juga saya downloas td siang sekarang sudah disuruh update saat datang kesini tidak ada tulisan perbarui tidak jelas
2017,2019-04-18 18:00:45,-1,pas udah login disuruh update sekarang. diklik updatenya balik k ps tapi gada yg perlu diupdate. begitu teruss..,1,Lainnya,saat udah login disuruh update sekarang diklik updatenya kembali di playstore tetapi tidak ada yang perlu diupdate begitu teruss
2018,2019-04-18 17:36:57,1,👍,5,Lainnya,
2019,2019-04-18 17:31:18,1,good app! 💜,5,Lainnya,good aplikasi
2020,2019-04-18 17:29:56,-1,kenapa ya kok disuruh update lagi padahal baru diinstal aplikasinya? udah diuninstal berkali2 tetep gak bisa masuk?,1,Tampilan,mengapa ya kok disuruh update sedang padahal baru diinstal aplikasinya udah diuninstal berkali kali tetap tidak bisa masuk
2021,2019-04-18 17:29:11,-1,"baru installll dan 1 detik kemudia buka aplikasi terus di suruh update, klik update tp ga ada tulisan updatenya, gmna saya pakenya? di close juga ga bisa!",2,Lainnya,baru install dan detik kemudia buka aplikasi terus di perintah update klik update tetapi tidak ada tulisan updatenya bagaimana saya pakenya di close juga tidak bisa
2022,2019-04-18 17:24:33,-1,baru download langsung minta update lagi,1,Lainnya,baru download langsung pinta update sedang
2023,2019-04-18 16:43:18,-1,di update kok malah nyuruh apdet lagi,1,Lainnya,di update kok menjadi perintah update sedang
2024,2019-04-18 16:10:48,-1,ko setiap mau order keluar aplikasi mulu knpa yaah tolong bantu mau banget belanja produk maybeline 😔,1,Tampilan,kok setiap ingin order keluar aplikasi terus mengapa kecewa tolong bantu ingin sekali belanja produk maybeline
2025,2019-04-17 14:46:24,-1,pas mau order keluar dari aplikasi terus terusan.,1,Tampilan,saat ingin order keluar dari aplikasi terus terusan
2026,2019-04-17 10:46:15,-1,"setiap kali mau bukak product selalu keluar ke home, gabisa2 ngebeli product kan!",2,Tampilan,setiap kali ingin buka product selalu keluar ke home gabisa2 ngebeli product kan
2027,2019-04-17 10:17:58,-1,lemot banget... tiba2 balik ke home sndiri..,2,Tampilan,lama sekali tiba tiba kembali ke home sndiri
2028,2019-04-16 18:52:10,-1,"Aplikasi gak bs operasi dengan baik, setiap kali mau view produk aplikasi selalu terhenti",1,Tampilan,aplikasi tidak bisa operasi dengan baik setiap kali ingin view produk aplikasi selalu terhenti
2029,2019-04-16 17:14:55,-1,bug terus... tiap buka produk untuk liat detainya eh aplikasi langsung berhenti... apaan tuh... produk juga gak selengkap d webnya...,1,Tampilan,bug terus setiap buka produk untuk melihat detainya lalu aplikasi langsung berhenti apa itu produk juga tidak lengkap di webnya
2030,2019-04-16 15:46:08,-1,aku mau daftar account kok gagal terus ya?,1,Tampilan,saya ingin daftar account kok gagal terus ya
2031,2019-04-16 01:48:16,-1,lemot gbs checkout promo,1,Tampilan,lama tidak bisa checkout promo
2032,2019-04-15 19:49:05,-1,diperbaiki lagi ya sistemnya,1,Lainnya,diperbaiki sedang ya sistemnya
2033,2019-04-15 12:41:16,-1,kenapa keluar sendiri terus😭,1,Lainnya,mengapa keluar sendiri terus
2034,2019-04-15 07:31:47,0,"masih banyak bug kayanya, sering nge lag dan tiba tiba kembali ke home atau tiba tiba memasukan baranga ke wishlist. tp sy suka untuk tampilan nya, hanya perlu diperbaiki saja. semoga bisa jd lebih baik ya",3,Tampilan,masih banyak bug sepertinya selalu nge lag dan tiba tiba kembali ke home atau tiba tiba memasukan baranga ke wishlist tetapi saya suka untuk tampilan nya hanya perlu diperbaiki saja semoga bisa menjadi lebih baik ya
2035,2019-04-14 22:53:00,-1,ga guna bgt nih aplikasi sumpah. bikin emosi doang parah. benerin kali biar customer ga pada kecewa gini.,1,Lainnya,tidak berguna sekali nih aplikasi sumpah membuat emosi doang parah benerin kali supaya customer tidak pada kecewa gini
2036,2019-04-14 22:44:13,0,"ada beberapa fitur yang bekerja kurang baik. contohnya untuk favorite pada sebuah produk, dan tidak ada tempat menampung barang favorit (mungkin belum saya jelajahi) kemudian, akan me-refresh ketika membuka suatu produk. semoga kedepannya menjadi lebih baik, karena saya tahu susahnya membuat aplikasi. :')",3,Tampilan,ada beberapa fitur yang bekerja kurang baik contohnya untuk favorite pada sebuah produk dan tidak ada tempat menampung barang favorit mungkin belum saya jelajahi kemudian akan me refresh ketika membuka suatu produk semoga kedepannya menjadi lebih baik karena saya tahu susahnya membuat aplikasi
2037,2019-04-14 02:12:32,-1,"setiap buka produk tiba2 berhenti, dan langsung keluar, mohon segera diperbaiki. Terima kasih.",1,Tampilan,setiap buka produk tiba tiba berhenti dan langsung keluar mohon segera diperbaiki terima memberi
2038,2019-04-13 18:10:54,0,"tolong di sempurnakan aplikasi nya, sulit buat order nya dan liat produk",3,Tampilan,tolong di sempurnakan aplikasi nya sulit untuk order nya dan melihat produk
2039,2019-04-13 14:19:13,0,tiba tiba aplikasinya terhenti. udah di close trus dibuka lagi juga ttp sama,3,Tampilan,tiba tiba aplikasinya terhenti udah di close lalu dibuka sedang juga tetap sama
2040,2019-04-13 11:37:00,-1,"aplikasi tiba tiba suka berhenti sendiri, malah jadinya lebih nyaman belanja di web nya langsung dari pada di aplikasi lelet banget lagi aplikasinya tolong diperbaiki lagi karna daku sociollalovers",2,Lainnya,aplikasi tiba tiba suka berhenti sendiri menjadi jadinya lebih nyaman belanja di web nya langsung dari pada di aplikasi lambat sekali sedang aplikasinya tolong diperbaiki sedang karena daku sociollalovers
2041,2019-04-13 11:30:57,-1,"mohon diperbaiki aplikasinya. ketika buka laman rincian produk tiba tiba kembali ke halaman sebelumnya. ketika coba di klik lagi, malah aplikasi tidak merespon, dan harus di close.",1,Tampilan,mohon diperbaiki aplikasinya ketika buka laman rincian produk tiba tiba kembali ke halaman sebelumnya ketika coba di klik sedang menjadi aplikasi tidak merespon dan harus di close
2042,2019-04-13 10:40:22,-1,"ga bisa buka produk langsung keluar, loading nya juga lama",1,Tampilan,tidak bisa buka produk langsung keluar loading nya juga lama
